bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway_station,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_age_200,mean_age_500,mean_floors_200,mean_floors_500,mean_salaries_1000,mean_salaries_500,median_age_200,median_age_500,median_floors_200,median_floors_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,priced_houses_200,priced_houses_500,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
5,1,34,3,13,0,0,0,447,7916,598,1864,4,3,2,0,1,0,2,0,27,36,7,5,33,35,36,38,4,4,29,18,2,0,6,0,2,0,57,10,58,1,0,23,7,0,0,9,2,1,0,30,7
4,2,43,17,27,13,0,0,314,10844,297,4034,5,3,0,0,3,3,0,0,50,71,3,3,32,38,20,89,3,3,25,28,5,1,5,3,14,7,104,10,47,3,2,21,11,0,0,16,4,1,1,16,10
3,1,15,2,3,1,0,0,409,2062,403,4529,0,0,1,0,0,0,2,1,16,15,8,7,38,37,13,14,6,6,41,41,2,2,2,1,0,0,63,9,86,1,1,41,27,0,0,5,0,0,0,10,4
10,1,15,0,1,0,0,0,525,3499,382,539,0,0,3,0,1,0,0,0,53,56,2,2,37,23,53,58,3,3,31,23,1,0,4,0,5,0,51,13,43,1,1,42,7,2,0,4,0,0,0,31,1
8,6,16,5,2,1,0,0,406,4129,605,449,1,0,2,1,0,0,0,0,55,49,2,3,39,41,57,56,2,4,40,40,2,0,3,1,5,4,37,16,61,1,0,30,13,2,1,6,2,0,0,12,8
3,2,10,1,0,0,0,0,308,2805,892,2365,1,0,0,0,1,0,0,0,11,23,12,10,37,35,7,16,11,8,34,32,2,1,0,0,2,1,58,14,45,3,0,11,6,0,0,0,0,1,0,35,23
5,0,25,7,5,0,1,1,290,3469,159,1427,1,0,0,0,2,0,0,0,51,54,3,3,44,0,51,54,4,4,38,0,0,0,1,0,3,0,46,7,32,1,1,26,1,0,0,7,5,0,0,60,0
7,1,23,4,3,1,2,1,220,1403,1133,3861,0,0,1,0,1,0,1,0,38,40,4,5,29,0,42,42,5,6,37,0,1,0,3,0,4,1,52,7,20,0,0,29,11,0,0,8,1,0,0,3,0
2,0,19,2,2,1,0,0,82,2653,1808,5868,0,0,1,0,0,0,2,0,38,38,5,5,0,0,38,38,4,5,0,0,0,0,0,0,3,0,56,6,30,0,0,17,1,0,0,5,2,0,0,0,0
1,0,5,2,0,0,0,0,322,5870,910,1399,1,0,0,0,0,0,0,0,55,48,3,3,58,0,55,55,4,4,48,0,3,1,0,0,1,0,50,7,31,2,0,16,2,0,0,4,2,0,0,3,0
8,6,13,5,3,1,0,0,329,3714,362,332,0,0,3,1,0,0,0,0,56,54,4,3,35,37,57,57,4,3,38,41,1,1,3,2,5,3,61,10,54,1,1,34,15,1,1,5,2,0,0,18,6
5,1,48,6,30,15,0,0,148,10568,501,3753,5,3,0,0,4,2,0,0,89,54,2,3,35,49,102,26,2,3,26,48,6,1,5,2,18,7,42,7,50,3,0,20,9,0,0,18,2,3,1,16,6
8,5,40,13,28,12,0,0,166,7797,86,1085,2,0,0,0,1,0,1,1,23,35,7,7,37,52,9,17,7,5,25,27,2,0,12,6,7,1,86,9,33,4,3,40,14,0,0,13,5,2,1,38,14
4,1,25,7,7,3,1,0,350,5776,1044,808,1,0,2,0,1,0,2,1,50,53,3,3,33,28,56,56,4,3,32,28,1,0,1,0,1,0,67,10,47,0,0,48,14,1,0,9,4,0,0,45,10
4,1,18,5,4,0,1,0,335,3191,269,1005,4,2,1,0,1,0,0,0,72,64,3,3,38,42,72,77,2,2,35,40,0,0,5,1,1,0,46,6,26,1,1,31,4,0,0,3,0,0,0,27,4
1,0,17,7,9,6,0,0,452,6449,178,475,3,1,2,2,1,0,0,0,41,42,7,5,36,41,47,46,8,5,28,32,3,1,5,2,10,3,84,5,26,1,1,19,7,2,1,5,2,0,0,57,9
3,1,14,2,2,0,0,0,202,2630,318,1336,0,0,1,0,0,0,0,0,53,47,2,3,38,31,52,52,2,2,30,28,1,0,1,0,0,0,54,11,47,1,1,19,5,0,0,7,2,0,0,20,4
4,1,48,23,26,12,0,0,51,10874,115,4104,4,3,0,0,4,1,0,0,115,86,2,2,31,35,119,102,3,2,25,26,4,1,5,2,13,4,58,12,61,3,3,21,11,0,0,16,9,1,1,17,8
4,3,13,6,1,0,1,0,315,1181,1069,2741,2,1,1,0,0,0,2,1,53,46,4,4,40,24,53,52,4,4,36,24,1,0,2,1,4,0,53,10,47,0,0,30,9,0,0,6,3,0,0,4,2
6,4,52,23,14,6,0,0,250,8819,525,2286,5,0,2,1,2,0,1,0,35,46,5,4,37,33,18,33,4,4,32,32,1,1,7,4,10,7,85,15,52,1,0,21,13,0,0,8,5,1,0,81,27
2,0,4,1,0,0,0,0,235,3105,602,4346,0,0,0,0,0,0,0,0,41,42,3,4,32,0,44,45,2,4,30,0,0,0,0,0,0,0,53,8,41,1,0,4,0,0,0,0,0,0,0,5,0
1,1,14,1,2,0,1,0,402,4242,1357,1051,3,0,0,0,1,1,0,0,49,49,3,3,37,18,50,50,3,4,23,18,1,0,1,0,0,0,49,10,33,0,0,21,12,0,0,7,1,0,0,5,2
3,1,15,5,5,0,0,0,80,7572,1069,1655,4,0,1,0,0,0,0,0,31,32,7,7,37,72,35,34,7,7,31,72,2,1,2,0,0,0,59,12,74,0,0,17,6,0,0,9,3,0,0,29,2
5,0,26,11,26,7,0,0,128,6550,328,282,4,2,3,2,2,1,1,0,44,44,4,5,35,51,45,45,5,5,30,37,5,1,13,3,12,5,73,5,37,2,1,42,11,2,1,6,4,0,0,103,16
11,5,14,7,2,0,0,0,329,3631,265,332,0,0,3,1,0,0,0,0,55,56,3,3,41,35,57,58,3,3,38,40,1,1,3,0,4,2,58,6,47,1,1,38,12,2,1,4,2,0,0,28,7
0,0,17,7,1,1,0,0,224,5215,349,227,1,1,0,0,2,0,0,0,42,38,4,5,31,50,43,38,3,5,25,50,2,1,0,0,1,0,58,6,32,1,1,2,0,2,1,9,4,1,0,19,1
1,1,15,3,6,1,0,0,34,8029,723,2111,4,4,1,0,1,0,1,0,29,28,5,5,31,35,29,30,6,5,23,20,2,0,3,1,1,0,58,11,57,1,0,18,7,0,0,6,3,0,0,23,7
11,1,15,5,2,0,0,0,472,3510,340,482,0,0,3,1,1,0,0,0,53,57,2,3,37,27,52,58,3,3,33,29,1,0,4,0,5,0,52,12,43,1,1,37,8,2,1,4,0,0,0,32,4
3,2,8,1,2,0,0,0,439,2752,794,2313,1,0,0,0,1,0,0,0,15,22,11,10,37,34,8,14,9,9,34,32,2,1,1,0,2,1,70,11,44,3,0,10,5,0,0,0,0,1,0,35,22
6,1,15,5,2,1,0,0,96,4539,869,377,1,1,2,0,0,0,0,0,46,46,4,3,35,32,48,49,5,4,38,32,1,0,1,0,6,1,69,11,53,3,0,24,4,2,1,6,2,0,0,16,1
7,2,21,2,5,0,0,0,457,1522,859,4339,1,0,1,0,0,0,0,0,47,43,2,3,36,0,49,49,2,3,30,0,0,0,0,0,1,0,71,16,68,3,0,19,5,0,0,3,0,0,0,5,0
2,0,11,0,2,1,1,0,592,2845,569,1896,2,1,0,0,1,0,1,1,51,49,3,3,37,0,52,51,3,4,35,0,0,0,0,0,0,0,60,10,29,3,0,12,2,0,0,4,0,0,0,19,0
4,2,13,9,1,0,0,0,73,2032,451,3986,1,0,0,0,0,0,0,0,40,43,8,5,0,0,43,44,8,5,0,0,0,0,1,1,0,0,53,10,62,2,1,12,4,0,0,5,3,0,0,0,0
2,1,23,5,8,0,0,0,127,6430,652,615,1,1,0,0,1,1,0,0,33,39,5,5,36,35,23,44,6,5,35,35,1,0,0,0,2,1,56,4,38,1,0,68,15,1,0,10,5,1,1,42,14
4,0,32,10,26,3,0,0,217,6446,627,540,6,2,5,1,2,0,1,0,44,42,5,5,33,34,45,45,6,4,27,29,5,1,13,5,10,4,73,11,29,1,0,44,12,2,0,6,4,0,0,96,30
2,1,7,4,1,0,0,0,282,2175,159,1697,2,0,0,0,0,0,0,0,52,43,2,3,39,0,52,52,2,2,36,0,0,0,0,0,0,0,46,2,24,1,1,8,1,0,0,6,4,0,0,6,0
8,4,40,18,38,8,0,0,203,9736,1030,2929,5,3,1,1,5,0,0,0,74,82,2,2,43,45,71,102,2,2,41,40,8,2,5,1,20,7,89,6,37,0,0,19,6,0,0,13,8,5,2,94,13
3,0,15,5,5,2,0,0,88,3282,1039,1142,2,0,1,1,0,0,1,0,55,41,2,5,34,30,57,44,2,5,40,22,3,0,1,1,3,0,44,6,47,0,0,24,7,0,0,6,0,0,0,15,3
2,0,7,1,2,1,1,0,487,2191,203,2580,2,0,1,0,0,0,2,0,53,49,2,4,37,38,53,53,2,3,36,36,1,1,1,1,4,1,50,3,30,2,2,11,1,0,0,0,0,0,0,15,9
0,0,13,0,8,3,0,0,607,6622,352,607,3,1,2,1,1,0,0,0,33,42,8,5,44,41,40,48,8,5,35,42,4,1,2,1,7,2,101,6,19,1,1,19,2,1,0,5,0,1,0,33,14
5,4,21,7,6,3,0,0,239,1104,136,3628,1,0,1,0,0,0,0,0,50,43,4,4,38,0,50,47,4,4,38,0,0,0,3,0,0,0,62,12,65,2,2,31,13,0,0,3,0,0,0,2,0
0,0,0,0,1,0,0,0,1351,6033,3093,4067,0,0,0,0,0,0,0,0,57,53,1,2,66,0,63,57,1,2,67,0,0,0,0,0,0,0,31,8,13,0,0,2,0,0,0,0,0,0,0,3,0
2,1,11,0,3,1,0,0,516,4468,250,516,1,0,1,1,0,0,0,0,58,48,3,5,29,23,58,58,3,5,30,23,2,1,0,0,2,0,67,3,17,3,1,20,1,2,0,3,0,0,0,24,2
6,2,12,4,2,2,0,0,306,4213,697,308,1,1,3,0,0,0,0,0,27,42,5,4,35,37,29,41,4,4,36,40,3,1,2,0,5,2,62,12,56,2,0,26,11,2,1,5,1,0,0,17,3
3,2,18,5,7,6,0,0,275,5719,365,277,1,0,3,0,1,0,1,1,53,49,5,4,35,36,54,54,4,4,32,33,1,0,1,0,1,0,54,10,46,1,1,65,21,2,1,6,0,1,0,54,16
3,3,18,5,1,0,0,0,65,2229,251,1898,5,2,1,1,1,0,0,0,21,37,6,4,27,28,25,39,6,3,20,28,0,0,8,3,0,0,68,9,44,4,1,18,8,0,0,5,4,0,0,7,1
6,1,23,8,2,0,1,0,224,2929,592,1835,3,0,1,0,1,1,0,0,62,55,2,2,34,23,61,61,2,2,32,23,0,0,7,1,0,0,56,9,46,2,0,37,5,0,0,10,0,0,0,5,1
3,1,13,5,7,1,0,0,287,6193,462,750,0,0,2,1,0,0,2,0,52,51,3,3,35,33,52,53,4,4,32,30,1,0,0,0,2,1,57,11,52,1,1,51,15,1,0,8,5,0,0,46,11
5,0,29,11,22,5,0,0,153,6306,585,467,6,1,5,1,2,0,1,0,41,43,3,5,34,30,44,45,3,4,28,21,4,1,12,4,11,5,72,11,29,1,0,44,11,2,1,5,3,0,0,96,13
6,3,56,19,14,6,0,0,170,8960,648,2399,3,0,3,0,2,0,1,0,27,52,5,4,37,40,16,48,4,4,32,35,1,1,8,3,11,8,80,16,61,1,0,20,11,0,0,10,4,0,0,83,39
7,3,14,3,2,0,0,0,231,3698,612,231,0,0,3,2,1,0,0,0,61,60,2,3,36,26,61,60,2,3,31,28,0,0,4,0,2,1,53,8,50,1,0,39,14,2,1,2,0,0,0,30,6
4,0,13,4,2,1,2,1,65,1615,395,3061,1,0,1,1,0,0,1,0,43,48,4,3,23,0,47,53,4,4,19,0,2,1,1,1,6,3,67,10,48,2,2,22,4,0,0,2,0,0,0,7,0
1,1,18,3,9,1,0,0,81,8138,662,2220,4,4,1,0,1,0,1,0,31,27,5,6,31,36,29,29,4,5,25,18,2,0,3,1,1,0,62,12,45,1,0,19,7,0,0,6,3,0,0,25,6
3,1,17,3,9,7,0,0,389,4803,680,1046,5,1,4,0,4,2,4,4,26,33,9,7,42,48,11,30,7,5,32,37,3,0,4,3,5,3,72,14,53,2,0,36,12,0,0,6,2,0,0,33,20
6,2,22,4,5,0,0,0,97,1692,1563,5042,0,0,1,1,0,0,2,0,37,39,5,5,34,36,37,39,5,5,27,30,0,0,0,0,2,1,59,8,59,0,0,33,4,0,0,4,0,0,0,6,5
7,1,23,9,2,0,1,0,131,3077,671,1884,3,0,0,0,1,1,0,0,56,54,3,3,34,23,61,60,3,2,32,23,0,0,5,1,1,0,48,11,39,2,0,35,9,0,0,10,1,0,0,5,1
2,0,9,0,0,0,0,0,648,2783,179,3789,0,0,0,0,0,0,0,0,44,42,5,4,35,32,45,45,4,5,34,30,0,0,1,0,0,0,47,10,47,1,1,6,2,0,0,4,0,0,0,6,5
2,1,11,5,0,0,0,0,338,2597,560,1096,2,0,1,0,1,0,0,0,58,42,1,3,42,51,61,47,1,2,35,45,0,0,1,0,0,0,43,5,41,1,0,15,4,0,0,5,2,0,0,21,10
8,3,18,5,5,2,0,0,113,981,1035,4405,0,0,2,1,0,0,1,0,43,44,5,4,32,29,48,48,4,4,29,26,0,0,0,0,3,1,65,11,54,0,0,38,15,0,0,0,0,0,0,10,4
4,1,19,7,10,1,0,0,111,5776,348,188,4,1,4,0,2,0,0,0,57,57,3,2,32,36,59,58,3,3,32,36,1,0,1,0,1,1,64,8,36,1,1,70,23,1,1,3,0,1,0,27,14
6,1,21,2,4,1,0,0,371,3565,839,882,1,0,2,1,0,0,0,0,40,38,4,5,34,37,42,40,5,5,32,40,3,0,2,1,4,1,75,9,56,1,0,30,12,2,0,6,0,0,0,25,4
4,1,17,3,5,0,0,0,144,4859,216,147,0,0,2,1,1,0,0,0,39,45,3,2,41,37,54,56,5,2,30,28,1,0,3,0,0,0,60,3,25,1,1,41,8,1,1,1,0,0,0,50,6
4,3,8,4,2,1,0,0,406,4008,1124,408,1,0,2,0,1,0,0,0,50,57,4,3,30,25,59,59,4,3,30,27,0,0,3,2,2,2,46,13,38,0,0,23,20,1,1,0,0,0,0,18,7
8,4,17,5,5,2,0,0,119,1046,1109,4486,0,0,2,0,0,0,1,0,43,42,8,4,32,34,48,48,6,4,29,27,0,0,0,0,3,1,66,7,57,0,0,42,13,0,0,0,0,0,0,10,6
4,1,22,5,14,1,0,0,128,6646,905,757,1,0,2,0,1,1,0,0,17,26,6,6,35,38,17,23,9,6,33,35,3,0,1,0,2,1,73,5,36,1,0,62,16,1,0,9,5,1,0,50,15
4,1,18,2,4,0,1,0,113,2306,982,3184,1,1,1,0,3,0,0,0,42,39,5,4,35,50,56,48,4,4,28,50,2,0,3,1,7,4,60,10,30,2,0,19,1,0,0,6,0,1,0,30,2
3,1,17,6,5,0,0,0,99,1534,1704,5176,0,0,1,0,0,0,2,1,27,23,4,6,29,0,28,30,4,5,29,0,0,0,1,1,0,0,57,6,44,0,0,25,7,0,0,5,2,0,0,4,0
5,0,22,4,10,1,1,0,34,5064,502,612,0,0,2,2,2,1,2,0,58,49,3,3,38,36,58,58,5,3,31,31,0,0,3,0,0,0,61,5,29,1,0,53,11,2,0,3,0,0,0,71,8
6,4,51,20,15,6,0,0,128,8678,369,2202,3,0,1,1,2,1,1,1,35,46,3,4,36,30,25,46,3,4,32,28,1,1,9,3,10,6,58,8,50,1,1,20,6,0,0,8,3,1,0,72,24
3,1,14,8,1,0,0,0,294,4177,1542,2649,1,0,0,0,0,0,0,0,47,50,3,3,48,47,46,48,3,3,50,47,0,0,1,0,1,0,48,11,52,0,0,7,2,0,0,6,4,0,0,9,2
1,0,15,3,2,0,0,0,269,3125,2849,6634,0,0,0,0,0,0,1,0,13,23,5,6,0,0,18,21,7,6,0,0,0,0,1,0,1,1,68,5,21,0,0,9,1,0,0,4,1,0,0,0,0
4,0,19,2,6,1,0,0,282,6362,284,909,1,0,1,0,1,0,1,0,48,50,4,4,34,36,52,52,5,4,32,35,1,0,0,0,2,0,64,7,40,1,1,58,12,2,0,11,2,1,0,46,3
10,5,20,5,34,13,0,0,44,8627,266,1811,4,3,1,0,2,2,0,0,45,48,5,4,40,40,46,52,6,4,40,46,10,2,8,0,12,2,85,5,42,1,1,22,4,0,0,8,2,3,2,90,54
4,0,11,4,3,2,0,0,140,1642,354,2555,4,2,1,1,0,0,1,0,52,47,3,3,32,26,52,52,4,4,20,20,1,0,7,2,0,0,48,14,24,5,2,29,6,0,0,5,0,0,0,7,6
10,4,27,6,30,16,0,0,259,9147,520,2331,7,0,1,0,2,2,0,0,40,43,5,4,41,42,32,43,4,4,40,42,8,3,3,2,16,7,112,12,40,1,0,16,6,0,0,12,1,5,3,90,71
3,2,26,14,5,2,0,0,109,2249,2118,5722,0,0,1,1,0,0,2,2,12,30,7,6,36,0,7,35,6,6,30,0,0,0,0,0,4,0,77,9,58,0,0,27,13,0,0,6,2,0,0,5,0
8,5,15,1,2,1,0,0,331,4176,765,573,1,0,2,0,0,0,0,0,47,47,4,3,35,41,57,52,4,4,38,40,2,0,3,1,6,3,54,15,67,2,0,28,9,2,0,6,1,0,0,16,6
4,2,13,3,2,0,0,0,307,2945,621,1016,0,0,3,0,1,0,0,0,55,51,2,2,39,24,57,54,2,3,32,26,1,0,2,0,2,0,48,15,48,2,0,22,2,0,0,6,0,0,0,22,7
2,0,24,10,4,3,0,0,176,2417,2647,6026,0,0,1,0,0,0,2,1,22,26,5,5,0,0,26,27,4,5,0,0,0,0,0,0,3,3,39,9,22,0,0,23,7,0,0,5,2,0,0,0,0
2,0,12,2,1,0,0,0,368,5147,210,886,2,0,1,1,0,0,0,0,51,45,3,5,22,0,54,52,4,4,21,0,3,0,0,0,1,0,58,7,35,3,2,17,3,2,0,5,2,0,0,8,0
10,3,27,7,27,15,0,0,100,9390,741,2573,6,0,1,0,2,0,0,0,51,51,3,4,42,43,53,53,3,4,40,47,7,3,2,2,15,9,113,8,26,1,0,11,5,0,0,10,3,5,5,88,57
3,0,13,2,1,0,0,0,226,2149,749,4914,0,0,1,1,0,0,0,0,44,43,4,4,42,0,48,48,5,4,42,0,0,0,0,0,2,1,55,12,40,1,0,13,2,0,0,4,2,0,0,2,0
3,3,18,6,3,1,0,0,191,1806,662,4766,0,0,1,1,0,0,2,1,24,20,5,6,39,29,30,16,5,6,42,29,2,2,2,1,0,0,51,13,57,1,0,40,15,0,0,4,1,0,0,9,2
3,2,6,2,1,0,0,0,322,2725,875,2505,1,1,0,0,1,0,0,0,9,25,13,9,37,30,6,17,12,8,34,24,2,1,1,0,4,2,59,15,50,2,0,8,7,0,0,0,0,1,1,35,17
2,0,12,4,4,2,1,0,333,4176,1107,633,3,0,0,0,1,1,0,0,51,50,3,3,32,0,51,49,4,3,30,0,1,1,2,0,1,0,38,12,44,0,0,19,6,1,0,5,2,0,0,23,0
0,0,6,1,0,0,0,0,447,5856,600,1413,1,1,0,0,0,0,0,0,36,35,4,4,32,0,37,31,4,4,26,0,2,1,0,0,1,0,47,4,13,2,0,4,2,0,0,4,0,0,0,10,0
3,1,12,4,7,1,0,0,249,6258,466,808,0,0,1,1,0,0,2,0,51,51,3,3,36,33,51,53,4,4,33,30,1,0,0,0,2,1,51,11,47,1,1,54,17,1,0,7,4,0,0,44,11
4,1,20,6,4,2,1,1,41,3679,685,1023,4,3,0,0,1,0,0,0,76,69,1,2,35,42,76,71,1,2,40,40,1,0,3,1,1,0,37,5,29,1,0,29,11,0,0,4,2,0,0,9,4
7,2,61,15,32,7,0,0,93,9884,857,3126,6,2,2,0,3,1,0,0,82,83,2,2,44,44,102,102,2,2,40,40,6,3,6,1,21,3,56,12,60,2,0,29,1,0,0,22,6,4,0,62,7
4,2,13,9,1,0,0,0,63,2068,406,4030,1,0,0,0,0,0,0,0,43,41,7,6,0,0,44,44,7,5,0,0,0,0,1,0,0,0,55,10,59,2,1,11,4,0,0,5,3,0,0,0,0
2,0,5,2,0,0,0,0,279,3076,852,4569,0,0,0,0,0,0,0,0,44,42,6,5,24,0,46,44,5,4,24,0,0,0,0,0,0,0,43,6,30,2,0,4,0,0,0,0,0,0,0,1,0
1,0,31,11,5,1,0,0,182,11736,732,4959,3,0,0,0,1,0,0,0,102,73,3,3,24,21,102,88,4,3,23,21,1,0,3,0,5,1,53,3,35,3,0,10,3,0,0,7,1,1,0,8,2
4,2,13,5,3,0,1,0,135,3739,1226,1712,2,0,0,0,1,0,0,0,39,44,3,4,31,0,32,45,1,4,23,0,0,0,2,0,1,0,51,10,48,0,0,27,9,0,0,6,3,0,0,5,0
4,1,21,8,2,0,1,0,228,2866,512,1763,3,0,1,0,1,1,0,0,61,57,2,2,34,25,61,61,3,2,32,25,0,0,7,0,0,0,57,7,44,2,0,35,5,0,0,9,0,0,0,5,2
5,2,14,4,9,2,0,0,108,4648,247,1159,2,2,2,2,4,0,2,0,53,42,2,3,34,30,53,49,2,3,31,30,2,1,6,2,7,3,61,6,33,2,1,50,18,0,0,5,1,0,0,38,2
2,1,10,4,0,0,0,0,155,2227,257,1514,2,0,0,0,0,0,0,0,52,51,2,2,46,0,52,54,2,2,42,0,0,0,1,0,0,0,65,4,20,1,1,12,0,0,0,7,4,0,0,16,0
5,2,13,5,1,1,1,0,86,715,1340,3040,1,1,1,0,0,0,2,1,36,44,5,5,24,24,45,47,5,5,24,24,2,0,1,1,3,2,58,8,53,0,0,32,13,0,0,6,3,0,0,2,2
2,1,39,21,22,4,0,0,195,11136,119,4348,4,3,0,0,3,1,0,0,98,75,2,2,32,25,91,91,2,2,25,25,2,1,5,3,12,2,69,8,60,3,3,19,9,0,0,13,7,1,1,16,8
6,1,15,3,2,0,0,0,100,2951,752,758,2,0,1,0,1,1,0,0,12,37,8,5,38,44,12,39,9,3,33,36,0,0,4,1,1,0,56,18,46,1,0,30,6,1,0,3,0,0,0,28,14
5,2,14,1,11,1,0,0,311,4677,241,1243,2,2,2,1,4,1,3,2,52,49,3,4,41,0,52,52,3,3,33,0,2,1,5,1,8,3,50,8,38,2,1,53,15,0,0,5,0,0,0,42,0
3,0,20,4,9,2,0,0,132,5391,558,520,5,2,3,2,3,0,4,1,56,50,3,3,36,27,55,52,3,3,27,24,0,0,6,0,5,2,58,16,59,1,0,43,5,1,0,3,0,0,0,43,6
2,1,17,8,3,0,0,0,176,2894,2731,6424,0,0,0,0,0,0,2,0,11,31,5,6,0,0,12,33,5,6,0,0,0,0,1,0,3,1,82,8,35,0,0,18,2,0,0,4,2,0,0,0,0
3,1,19,7,10,1,0,0,185,5424,682,430,5,2,2,2,4,0,4,1,56,51,2,3,37,29,55,52,2,3,30,25,1,0,5,1,5,2,54,17,47,1,0,34,5,1,1,4,0,0,0,44,9
5,2,21,3,7,2,0,0,328,439,1399,4070,0,0,1,0,1,0,2,1,49,42,3,4,28,0,52,43,3,4,29,0,1,0,0,0,3,1,56,13,52,0,0,44,10,0,0,7,1,0,0,5,0
5,4,54,11,14,4,0,0,135,9082,698,2539,3,0,3,0,2,1,1,0,29,55,5,4,37,44,16,50,4,4,32,40,1,1,7,3,11,7,77,15,55,1,0,20,11,0,0,9,4,0,0,75,27
3,1,9,3,0,0,0,0,141,3660,944,3036,1,1,0,0,0,0,0,0,24,42,6,4,38,0,18,44,7,5,36,0,0,0,1,0,2,1,53,8,25,1,0,9,2,0,0,5,2,0,0,8,0
3,1,9,3,0,0,0,0,181,3649,960,2997,1,1,0,0,0,0,0,0,24,42,6,4,38,0,18,43,7,5,36,0,0,0,1,0,2,1,52,8,26,1,0,9,2,0,0,5,2,0,0,8,0
2,0,13,5,4,2,1,1,243,4086,1096,697,4,1,0,0,1,0,0,0,56,51,3,3,31,0,62,50,3,3,27,0,1,1,2,0,1,0,42,10,45,0,0,19,13,1,0,5,2,0,0,22,0
10,1,52,2,30,2,0,0,208,8728,449,2006,6,0,1,0,2,0,1,0,60,46,4,5,41,39,58,29,3,5,40,35,2,0,11,1,12,2,74,8,63,2,1,28,6,0,0,12,2,4,0,129,19
3,1,15,8,4,1,0,0,145,3291,943,1183,2,1,1,1,1,0,1,0,19,35,7,5,33,39,18,32,7,5,32,48,3,0,1,0,3,0,63,4,39,1,0,24,4,0,0,6,1,0,0,25,3
0,0,12,2,0,0,0,0,174,2275,572,4874,0,0,1,1,0,0,0,0,47,42,4,5,0,0,47,47,4,5,0,0,0,0,0,0,1,1,49,6,35,1,0,10,1,0,0,4,2,0,0,0,0
3,1,12,4,4,0,0,0,314,7502,1334,1603,4,0,2,0,0,0,0,0,32,31,9,7,40,16,34,34,8,7,35,16,1,0,1,0,1,0,60,19,52,0,0,20,3,0,0,10,2,0,0,25,1
5,1,62,14,14,0,0,0,135,9300,984,2676,3,0,3,0,2,0,0,0,88,54,2,4,39,44,71,31,2,4,35,40,4,0,8,2,13,4,72,11,55,1,0,18,8,0,0,14,3,1,0,89,29
4,0,20,3,6,6,0,0,332,6162,165,762,1,1,1,0,1,0,1,0,51,50,3,4,35,35,54,54,3,4,35,33,1,1,0,0,1,0,60,8,44,1,1,71,21,2,0,8,1,1,1,57,4
1,0,9,3,1,0,0,0,181,2232,866,5051,0,0,1,1,0,0,0,0,43,42,5,4,42,0,49,47,5,4,42,0,0,0,0,0,2,1,51,11,30,1,0,9,2,0,0,4,3,0,0,2,0
6,1,26,11,6,2,0,0,87,4157,459,1412,2,0,2,0,3,0,2,0,55,54,8,6,37,37,56,56,5,4,33,37,2,0,6,1,6,6,55,5,9,2,1,37,10,0,0,8,3,0,0,46,8
3,0,24,7,5,0,1,1,328,3407,109,1474,1,0,0,0,2,0,0,0,54,55,3,3,36,0,54,54,2,4,33,0,0,0,0,0,3,0,57,9,29,1,1,23,1,0,0,7,5,0,0,58,0
3,2,17,3,9,1,0,0,247,5549,699,251,0,0,2,1,2,0,2,1,37,52,5,3,33,34,50,56,3,3,32,32,1,0,2,0,1,0,60,7,45,1,0,57,14,1,1,6,0,0,0,55,20
3,1,13,6,1,0,0,0,279,3836,1206,2799,1,1,0,0,0,0,0,0,54,45,5,4,42,34,59,46,5,4,42,34,0,0,1,0,2,1,42,6,45,0,0,8,3,0,0,5,3,0,0,4,1
10,3,14,4,1,0,0,0,316,3795,156,318,0,0,3,2,1,0,0,0,60,57,2,3,38,33,60,59,2,3,32,31,1,0,4,0,5,0,57,5,50,1,1,36,11,2,1,4,1,0,0,33,4
5,1,16,3,9,1,0,0,384,5138,938,387,1,0,2,1,2,0,1,0,55,39,2,6,35,35,53,52,1,5,32,32,1,0,7,2,3,0,30,6,33,1,0,69,9,1,1,1,0,0,0,48,31
2,1,24,13,6,4,1,1,170,6196,1531,1457,1,1,0,0,1,1,1,0,43,45,3,3,30,29,42,51,2,3,28,31,2,1,1,1,2,1,53,7,44,0,0,33,15,0,0,7,3,0,0,12,7
3,1,14,3,3,1,0,0,292,2096,603,4720,0,0,1,0,0,0,2,1,13,15,7,6,39,33,14,14,6,6,42,40,2,2,1,1,0,0,65,21,65,1,0,37,21,0,0,4,0,0,0,9,3
4,0,16,0,4,2,0,0,677,2379,84,4101,0,0,1,0,1,0,1,1,5,10,11,8,35,50,4,7,14,7,38,50,2,0,2,0,1,0,68,21,64,1,1,44,21,0,0,5,0,0,0,12,1
8,1,45,18,22,2,0,0,142,9616,1112,2907,4,2,2,1,1,1,0,0,34,70,2,3,42,48,24,71,2,2,41,39,3,2,7,1,16,2,42,4,54,0,0,23,2,0,0,16,5,2,0,106,10
2,0,16,2,0,0,0,0,191,2157,572,4793,0,0,1,0,0,0,0,0,46,42,4,4,0,0,47,47,4,4,0,0,0,0,0,0,1,1,64,12,44,1,0,12,1,0,0,4,2,0,0,0,0
