bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway_station,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_age_200,mean_age_500,mean_floors_200,mean_floors_500,mean_salaries_1000,mean_salaries_500,median_age_200,median_age_500,median_floors_200,median_floors_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,priced_houses_200,priced_houses_500,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
7,1,24,8,17,1,0,0,318,6234,713,324,2,1,3,0,1,1,1,0,46,42,3,4,35,34,56,46,4,5,32,33,2,0,4,0,2,1,58,14,47,2,0,71,28,1,1,8,3,1,1,77,18
4,0,13,0,4,2,0,0,740,2483,197,4080,0,0,0,0,1,0,1,1,6,8,10,8,38,40,6,7,11,7,41,40,2,0,2,0,1,0,72,22,59,1,1,44,20,0,0,5,0,0,0,10,2
5,1,14,3,6,0,0,0,298,1081,713,2833,4,0,1,0,0,0,1,1,48,48,3,3,34,12,51,50,2,3,22,12,1,1,3,0,2,0,72,10,30,4,0,32,9,0,0,1,0,0,0,8,1
3,1,19,8,6,1,0,0,290,3538,683,985,2,1,1,1,1,0,1,0,21,26,7,6,32,37,25,25,7,6,32,39,3,1,1,0,3,0,59,8,36,1,0,22,10,1,0,7,1,0,0,23,4
2,0,8,2,2,0,0,0,361,5016,66,736,1,0,1,1,0,0,0,0,55,45,3,4,22,17,54,54,3,4,21,17,2,0,0,0,1,0,45,3,32,3,2,13,1,1,0,4,2,0,0,8,1
7,2,12,2,3,0,0,0,312,1772,1144,4868,0,0,2,0,0,0,1,0,46,43,5,4,36,42,48,49,4,3,30,42,0,0,0,0,3,1,59,6,62,0,0,23,3,0,0,4,0,0,0,5,2
1,0,31,8,5,1,0,0,248,11761,719,4965,3,0,0,0,1,0,0,0,50,69,4,3,24,20,31,69,5,3,23,20,1,0,3,1,6,3,62,10,28,2,0,10,4,0,0,7,1,1,0,8,1
2,1,23,12,4,2,0,0,106,2520,2607,6093,0,0,1,0,0,0,2,1,29,28,4,6,0,0,27,27,4,6,0,0,0,0,0,0,3,3,54,7,39,0,0,22,7,0,0,5,3,0,0,0,0
7,2,18,3,5,2,0,0,423,1313,1039,4523,0,0,2,0,0,0,0,0,43,45,5,4,34,36,48,49,5,3,27,30,0,0,0,0,2,0,47,14,70,0,0,30,1,0,0,0,0,0,0,6,5
10,2,14,1,1,0,0,0,417,3394,487,640,0,0,3,0,1,0,0,0,54,55,2,2,36,23,55,57,3,3,30,23,1,0,4,0,4,0,51,13,53,1,1,43,5,2,0,3,0,0,0,32,1
5,1,10,3,1,0,0,0,97,2968,881,715,2,0,1,1,1,1,0,0,22,36,6,5,37,44,15,40,3,3,31,36,0,0,2,1,1,0,66,14,48,2,0,30,5,1,0,2,0,0,0,32,14
6,0,17,3,2,0,0,0,290,3100,659,676,5,0,1,1,1,1,0,0,21,37,6,5,38,44,12,30,4,3,32,36,0,0,3,1,1,0,62,11,42,1,0,29,7,1,0,2,0,0,0,29,14
5,1,21,7,13,1,0,0,62,5975,537,67,1,1,3,0,2,1,0,0,57,51,2,3,35,38,57,57,2,4,35,37,1,1,2,0,2,1,60,5,41,2,0,73,31,1,1,7,0,1,1,54,13
3,1,31,3,10,1,0,0,354,7716,812,1805,4,3,1,0,2,0,2,0,38,33,5,6,35,49,40,35,4,5,29,33,3,1,7,0,2,0,61,9,62,1,0,28,8,0,0,9,3,1,0,34,4
2,0,21,0,2,0,1,0,609,4394,1030,730,4,0,0,0,1,1,0,0,47,49,3,3,33,0,46,49,4,4,25,0,1,1,0,0,0,0,53,7,37,0,0,20,5,2,0,8,0,0,0,17,0
1,0,12,2,4,1,0,0,342,2770,639,3488,0,0,1,0,3,0,1,0,86,29,7,7,34,30,86,12,7,3,30,30,0,0,2,0,2,1,69,2,12,1,0,29,7,0,0,6,0,0,0,34,1
2,1,16,5,2,0,0,0,201,2938,2441,6349,0,0,0,0,0,0,2,0,28,33,7,6,0,0,35,35,6,6,0,0,0,0,1,0,1,0,57,7,34,0,0,15,3,0,0,5,2,0,0,0,0
0,0,1,0,2,0,0,0,686,4843,2844,7206,0,0,0,0,0,0,0,0,10,10,7,7,20,20,8,8,7,7,20,20,0,0,0,0,0,0,79,6,6,0,0,2,0,0,0,0,0,0,0,1,1
3,0,11,0,3,2,0,0,809,2482,293,4219,0,0,1,0,1,0,1,1,8,8,8,8,38,41,7,7,6,6,41,45,2,2,2,1,0,0,71,20,66,1,1,40,26,0,0,2,0,0,0,10,7
11,3,27,6,29,14,0,0,242,9221,585,2404,7,0,1,0,2,2,0,0,44,45,5,4,41,43,48,46,3,3,40,46,7,3,3,2,16,7,119,13,35,1,0,15,5,0,0,10,1,5,3,90,68
3,1,10,0,3,2,0,0,604,2319,346,4408,0,0,1,0,1,0,1,1,8,10,5,8,38,39,7,10,5,6,41,42,2,2,2,1,0,0,58,18,80,1,1,40,34,0,0,3,0,0,0,10,9
6,4,50,22,15,6,0,0,268,8833,479,2331,6,0,2,1,2,1,1,0,38,46,4,4,36,29,18,44,4,4,32,25,1,1,6,5,10,7,87,13,50,1,1,19,12,0,0,8,5,1,0,72,25
6,2,17,6,6,0,0,0,174,893,433,3152,2,0,1,0,0,0,1,0,49,47,2,3,26,0,50,49,3,3,20,0,1,1,2,0,2,0,51,11,56,2,1,38,15,0,0,0,0,0,0,6,0
3,1,10,1,2,1,2,0,75,2229,348,2719,1,1,1,0,0,0,0,0,32,37,7,6,35,37,42,42,4,5,33,34,2,1,1,1,7,1,64,5,28,2,2,19,2,0,0,1,0,1,0,24,10
8,1,44,14,29,4,0,0,23,9455,824,2689,5,3,2,1,3,0,0,0,17,54,3,3,42,43,17,49,3,3,40,37,6,0,6,1,20,6,85,1,41,1,0,23,3,0,0,16,5,5,1,116,29
4,0,16,1,3,3,0,0,497,2113,186,4251,0,0,1,0,0,0,1,1,19,16,11,7,35,45,22,11,8,6,38,45,2,0,3,0,2,0,60,8,77,1,1,43,21,0,0,5,0,0,0,12,2
8,2,23,5,3,0,2,0,252,763,1377,3700,0,0,1,0,1,1,2,1,40,43,2,5,24,0,42,43,1,5,24,0,1,1,0,0,4,0,69,8,53,0,0,41,8,0,0,8,3,0,0,2,0
4,2,13,8,2,0,0,0,138,2105,666,3781,1,0,0,0,0,0,0,0,43,42,4,4,32,0,45,47,4,4,26,0,0,0,2,1,0,0,49,8,71,3,0,10,3,0,0,5,3,0,0,9,0
2,2,8,1,2,0,1,0,247,2445,550,2584,1,1,0,0,0,0,0,0,23,18,9,10,35,37,16,14,8,9,33,36,2,1,1,0,6,1,70,7,40,2,0,12,5,0,0,0,0,1,0,24,11
6,4,53,21,15,6,0,0,269,8868,556,2331,3,0,2,1,2,0,1,0,32,50,5,4,37,33,17,39,4,4,32,32,1,1,8,5,11,7,86,12,57,1,0,21,13,0,0,8,5,1,0,81,28
6,0,21,3,5,2,0,0,237,5144,729,676,0,0,2,1,2,1,2,0,58,50,3,5,40,32,59,58,4,4,32,30,0,0,4,0,0,0,59,8,32,1,0,42,15,2,0,4,0,0,0,67,7
6,0,18,3,2,0,0,0,240,3038,652,725,4,0,1,1,1,1,0,0,12,37,7,5,38,44,12,17,9,3,33,36,0,0,4,1,1,0,63,15,41,1,0,27,7,1,0,3,0,0,0,28,14
4,1,14,2,2,0,0,0,217,3134,836,2172,1,0,0,0,1,1,0,0,50,24,8,10,37,36,56,7,7,9,35,32,1,1,0,0,5,0,75,6,32,1,0,10,4,0,0,4,0,1,0,41,23
7,2,50,19,38,6,0,0,145,9779,1007,2993,5,2,2,1,4,0,0,0,78,86,2,2,43,49,102,102,2,2,42,42,6,1,5,0,21,6,54,13,48,0,0,27,7,0,0,18,9,4,1,91,15
8,5,44,14,28,12,0,0,68,7664,93,975,2,0,0,0,2,0,1,1,13,34,7,6,40,52,8,24,6,5,29,27,4,0,14,7,7,1,85,5,39,3,3,41,19,1,0,14,5,2,0,54,14
2,1,9,0,0,0,0,0,627,2847,278,3972,0,0,0,0,0,0,0,0,44,42,4,4,35,24,45,45,4,4,34,24,0,0,1,0,0,0,53,9,58,1,1,5,1,0,0,3,0,0,0,6,1
7,2,19,6,4,0,0,0,257,445,1301,3359,1,0,1,0,1,0,4,0,46,46,6,5,24,19,47,47,6,5,24,19,2,1,1,0,3,2,63,4,52,0,0,39,16,0,0,7,4,0,0,2,1
7,1,26,5,4,1,2,1,249,1241,1115,3788,0,0,1,0,1,1,1,1,39,41,5,4,29,0,42,42,5,4,37,0,1,0,3,0,4,1,74,8,30,0,0,31,11,0,0,9,2,0,0,3,0
4,3,17,5,0,0,0,0,126,2321,355,1786,5,0,1,1,1,0,0,0,35,42,5,4,40,28,39,44,5,3,28,28,0,0,6,3,0,0,51,10,43,4,1,20,7,0,0,5,3,0,0,3,1
6,1,14,3,2,0,0,0,182,3037,738,686,2,0,1,1,1,1,0,0,12,35,7,5,37,44,12,17,5,3,31,36,0,0,3,1,1,0,61,15,41,1,0,29,7,1,0,3,0,0,0,30,14
4,1,18,7,3,0,1,0,393,2469,1242,3331,1,0,1,0,3,1,0,0,39,40,3,4,32,38,43,52,3,4,26,28,2,0,2,1,7,2,57,12,37,0,0,18,2,0,0,6,3,1,0,51,12
3,3,17,5,1,0,0,0,152,2168,301,1886,4,3,1,1,1,0,0,0,19,41,6,3,29,28,12,45,6,3,22,28,0,0,7,3,0,0,64,9,39,4,1,19,7,0,0,4,3,0,0,8,1
5,1,27,14,6,2,0,0,209,1953,2085,5498,0,0,1,1,0,0,2,2,17,26,6,6,34,0,13,34,3,5,30,0,0,0,0,0,5,1,69,12,52,0,0,30,13,0,0,5,2,0,0,7,0
4,2,19,2,2,0,0,0,419,1619,726,4311,1,0,0,0,0,0,0,0,44,42,3,3,36,0,48,48,2,3,30,0,0,0,0,0,0,0,50,14,61,3,0,15,5,0,0,3,0,0,0,5,0
5,4,20,8,6,2,0,0,183,1040,134,3631,1,0,1,0,0,0,0,0,48,44,4,4,38,0,50,47,4,4,38,0,1,0,3,0,0,0,54,14,68,2,2,30,13,0,0,1,0,0,0,2,0
3,0,12,4,2,0,0,0,375,2218,237,2591,2,0,1,1,1,0,0,0,30,28,6,5,31,21,31,31,7,5,28,20,0,0,8,2,1,0,50,12,44,3,3,23,11,0,0,7,4,0,0,12,4
4,0,14,4,2,1,2,1,257,1625,418,2838,1,0,1,1,0,0,1,1,42,48,3,3,20,0,53,53,2,4,17,0,1,0,1,1,5,2,81,14,49,2,2,20,4,0,0,5,0,0,0,6,0
0,0,1,0,0,0,0,0,637,6629,1515,2113,1,0,0,0,0,0,0,0,15,43,2,2,38,37,15,63,2,2,25,37,1,0,0,0,0,0,50,2,5,0,0,8,0,0,0,0,0,0,0,7,2
2,0,23,9,4,3,0,0,249,2447,2702,6067,0,0,1,0,0,0,2,0,21,25,5,6,0,0,26,27,4,5,0,0,0,0,0,0,3,3,58,7,21,0,0,24,7,0,0,5,2,0,0,0,0
3,0,15,2,1,0,0,0,225,2111,589,4770,0,0,1,0,0,0,0,0,46,42,3,4,0,0,47,47,3,4,0,0,0,0,0,0,1,0,58,12,47,1,0,12,1,0,0,4,2,0,0,0,0
4,0,15,4,2,0,0,0,181,2493,493,2527,2,0,1,0,1,0,0,0,20,29,5,5,33,0,11,31,5,5,29,0,0,0,7,2,1,0,55,8,49,3,1,26,11,0,0,8,4,0,0,12,0
5,1,11,2,2,0,0,0,113,2996,830,696,2,0,1,1,1,1,0,0,16,36,6,5,37,44,12,38,3,3,31,36,0,0,3,1,1,0,66,16,45,1,0,29,5,1,0,2,0,0,0,33,14
5,4,10,5,2,0,0,0,351,3336,874,353,0,0,2,1,1,1,0,0,55,46,4,4,37,39,60,59,3,3,30,30,0,0,3,1,2,1,59,8,58,1,0,33,17,1,1,0,0,0,0,30,19
6,1,26,7,17,2,0,0,280,6689,1095,785,2,0,2,1,2,1,1,0,31,28,8,6,35,36,39,28,9,6,32,30,5,0,8,1,3,0,75,10,61,0,0,61,14,1,0,11,7,1,0,85,24
4,1,19,5,0,0,0,0,311,3076,994,2272,0,0,0,0,1,1,0,0,67,45,2,4,35,32,67,41,2,4,32,32,0,0,5,0,1,1,33,3,33,1,0,28,6,0,0,7,3,0,0,3,1
6,4,59,6,17,0,0,0,113,8996,814,2353,3,0,3,0,3,0,1,0,54,52,5,4,41,39,28,34,4,3,40,33,1,0,9,0,12,6,83,10,68,2,0,20,11,0,0,12,3,1,0,122,14
10,1,55,7,28,2,0,0,347,8866,457,2133,6,1,1,0,2,0,0,0,26,47,6,5,40,40,13,24,8,4,40,35,2,0,11,1,13,4,15,13,57,1,1,24,11,0,0,13,4,3,0,129,26
4,1,15,4,1,1,1,0,156,1189,1158,2621,2,1,1,0,0,0,2,1,53,45,3,4,40,24,53,53,4,5,36,24,2,0,1,1,4,0,53,7,34,0,0,23,7,0,0,7,2,0,0,4,2
4,0,19,6,2,0,1,0,422,2617,1327,3222,1,0,1,0,3,1,0,0,27,41,4,4,32,45,24,52,4,3,26,32,1,0,2,1,6,1,59,8,36,0,0,19,2,0,0,6,2,1,0,51,15
5,1,19,2,5,3,0,0,421,933,1747,4581,0,0,2,0,1,0,3,1,27,33,5,5,28,29,29,33,5,5,29,29,0,0,1,0,2,1,92,10,41,0,0,40,10,0,0,5,1,0,0,5,4
3,0,6,0,2,0,1,0,640,1966,450,2462,0,0,1,0,0,0,2,0,21,50,3,2,37,0,21,53,3,2,34,0,1,0,1,0,3,1,50,1,23,2,2,9,0,0,0,1,0,0,0,10,0
1,0,38,9,15,0,0,0,372,9988,940,3371,2,0,2,1,2,1,0,0,39,48,5,3,39,29,23,26,5,3,32,30,3,2,4,1,8,1,72,9,40,1,0,14,2,0,0,12,0,0,0,44,3
10,3,16,5,1,0,0,0,271,3946,175,272,0,0,3,2,0,0,0,0,60,58,2,3,33,41,61,60,2,3,31,41,1,0,4,1,5,0,46,8,37,1,1,35,12,2,1,4,2,0,0,18,2
5,2,29,14,6,2,0,0,251,2004,2107,5533,0,0,1,1,0,0,2,2,16,26,6,6,34,0,13,35,4,5,30,0,0,0,0,0,5,0,54,16,49,0,0,29,12,0,0,7,2,0,0,7,0
8,4,38,12,29,15,0,0,109,7474,32,697,3,0,0,0,2,0,1,0,40,37,5,6,41,49,51,40,5,5,28,27,9,1,15,6,13,1,87,7,45,5,3,44,22,1,0,11,6,2,0,53,18
3,1,11,3,2,1,0,0,342,2177,702,4795,0,0,1,0,0,0,2,1,14,14,8,6,39,33,15,14,6,6,42,40,2,2,1,1,0,0,65,21,54,1,0,36,18,0,0,3,0,0,0,9,3
3,1,16,0,3,2,0,0,527,2111,284,4408,0,0,1,0,0,0,1,1,11,15,6,7,38,45,6,13,5,6,41,45,2,2,2,1,0,0,75,13,90,1,1,40,34,0,0,5,0,0,0,10,2
9,1,19,0,4,1,0,0,594,3784,748,675,2,0,2,0,0,0,0,0,27,37,6,4,35,40,31,38,7,5,35,40,3,0,2,1,4,3,74,15,50,2,0,31,8,2,0,4,0,0,0,23,3
6,5,21,7,2,0,1,0,160,687,1321,3440,1,0,1,0,1,0,3,0,47,46,7,5,24,19,48,47,9,5,24,19,1,1,1,0,4,0,60,7,53,0,0,34,11,0,0,8,5,0,0,2,1
3,2,7,1,1,0,0,0,371,2715,817,2437,1,1,0,0,1,0,0,0,10,22,14,10,37,35,7,14,15,8,34,32,2,1,1,0,3,1,74,13,45,3,0,9,6,0,0,0,0,1,0,35,23
2,1,8,3,4,1,0,0,362,4533,505,363,0,0,2,0,1,0,0,0,53,50,3,3,42,19,58,58,1,4,30,19,2,0,0,0,0,0,54,6,17,3,0,27,7,1,1,0,0,0,0,45,2
5,2,19,5,2,0,1,1,309,3568,864,1500,4,1,0,0,1,0,0,0,43,49,2,3,35,23,38,50,2,2,32,23,0,0,3,1,0,0,80,10,48,1,0,31,8,0,0,6,2,0,0,7,1
4,2,17,0,11,5,0,0,552,4750,419,1230,5,2,4,1,3,2,4,2,44,42,3,5,43,56,43,49,4,4,32,56,3,1,7,1,6,0,64,11,52,3,1,48,17,0,0,5,0,0,0,28,1
4,0,10,2,1,0,0,0,340,1819,850,1871,5,2,1,0,0,0,0,0,52,45,1,3,46,56,59,58,1,2,42,56,1,0,4,0,0,0,36,6,17,2,0,9,2,0,0,7,2,0,0,3,2
3,0,18,5,3,2,1,1,322,4073,1133,899,3,0,0,0,1,1,0,0,53,50,3,3,35,0,53,50,4,4,31,0,1,1,2,0,0,0,51,8,47,0,0,21,18,1,0,6,3,0,0,22,0
4,2,18,3,3,2,0,0,175,562,1557,4122,0,0,1,0,1,0,2,1,48,40,3,4,28,0,52,43,3,4,29,0,1,0,0,0,1,1,46,10,57,0,0,35,8,0,0,8,1,0,0,5,0
2,0,20,2,2,1,0,0,118,2542,1724,5755,0,0,2,0,0,0,2,0,38,37,5,5,0,0,38,39,5,5,0,0,0,0,0,0,3,0,57,7,35,0,0,17,3,0,0,6,2,0,0,0,0
1,0,10,0,3,1,0,0,535,2023,1905,5677,0,0,0,0,0,0,1,0,5,16,8,6,29,0,5,15,8,6,29,0,0,0,1,1,2,0,73,10,31,0,0,13,5,0,0,4,0,0,0,2,0
7,3,21,8,3,0,2,1,122,945,1085,3438,1,0,1,1,1,0,2,0,49,45,4,5,24,0,49,47,4,5,24,0,1,1,2,0,6,0,61,8,51,0,0,36,13,0,0,8,4,0,0,2,0
6,3,27,6,17,7,0,0,120,6825,1184,966,1,0,2,2,2,0,1,0,28,31,7,6,35,35,37,37,9,7,32,30,4,1,9,2,7,0,68,13,62,0,0,61,17,1,0,11,2,1,0,89,34
3,2,16,3,3,1,0,0,104,1835,715,4832,0,0,1,1,0,0,2,1,23,20,6,6,39,33,30,16,6,6,42,40,2,2,1,1,0,0,60,11,54,1,0,38,16,0,0,4,0,0,0,9,3
4,0,19,7,7,5,0,0,39,5851,435,474,1,1,2,0,1,0,1,0,48,53,4,4,36,23,56,54,5,4,35,23,1,1,1,0,2,0,47,6,30,2,1,79,25,2,1,7,0,1,1,39,1
4,0,21,0,10,4,0,0,521,5007,741,906,5,3,4,0,3,3,4,3,42,42,4,5,41,47,46,47,4,4,32,33,3,0,4,1,3,2,56,11,66,3,0,48,8,1,0,5,0,0,0,33,20
3,1,7,1,2,0,0,0,372,2542,566,2422,2,1,0,0,1,0,0,0,31,21,8,9,35,37,34,15,7,8,32,36,2,1,1,0,4,1,66,9,43,3,0,9,5,0,0,0,0,1,0,23,15
7,1,15,5,3,2,0,0,164,3265,1014,1009,1,0,2,1,0,0,1,0,57,46,3,4,33,24,57,46,2,4,32,21,2,1,2,1,3,0,57,9,42,0,0,34,7,0,0,6,1,0,0,17,4
2,2,12,2,1,0,0,0,349,2430,586,3840,1,0,0,0,0,0,0,0,38,42,4,4,35,0,43,45,5,4,34,0,0,0,1,1,0,0,45,11,65,2,0,8,2,0,0,5,2,0,0,6,0
4,0,14,2,3,2,0,0,381,1927,99,2630,3,2,1,1,0,0,0,0,35,36,5,4,26,26,36,33,5,4,20,20,0,0,8,4,0,0,55,6,43,4,3,27,8,0,0,8,0,0,0,6,6
3,1,37,5,14,2,0,0,402,7660,847,1687,4,3,1,0,2,0,2,0,38,34,4,5,34,25,40,36,4,5,27,25,4,1,8,0,3,0,63,9,57,1,0,35,9,0,0,12,2,1,0,40,2
3,0,14,2,3,1,0,0,209,2184,340,2784,3,0,1,0,0,0,0,0,30,27,5,5,31,21,31,31,6,5,28,20,0,0,7,2,1,0,61,12,32,4,2,23,7,0,0,9,2,0,0,12,4
3,2,21,3,8,0,1,0,401,5886,727,620,0,0,2,1,1,0,2,2,52,51,4,3,32,32,56,56,4,3,30,30,0,0,1,0,1,1,44,11,61,1,0,55,10,1,0,9,3,0,0,44,13
3,1,3,0,3,2,0,0,751,2504,445,4363,0,0,1,0,1,0,1,1,9,8,7,8,38,41,10,7,6,6,41,43,2,2,1,1,0,0,64,12,68,1,1,38,25,0,0,0,0,0,0,10,8
1,0,29,4,7,1,0,0,180,11758,717,4955,3,0,0,0,1,0,0,0,36,67,4,3,24,20,31,68,5,3,23,20,1,0,3,1,7,3,68,9,25,2,0,9,4,0,0,5,1,1,0,8,1
5,3,18,7,5,2,0,0,200,989,202,3318,1,0,1,0,0,0,1,0,46,48,3,3,26,0,49,50,4,4,20,0,1,0,2,0,2,0,53,10,65,2,2,31,15,0,0,0,0,0,0,6,0
1,0,15,2,4,0,1,0,176,5691,899,1099,0,0,0,0,0,0,0,0,54,49,3,4,34,0,55,55,3,4,31,0,2,1,1,0,1,1,51,7,44,1,0,20,6,0,0,6,2,0,0,5,0
3,0,23,10,7,6,1,1,58,5602,929,899,1,0,2,0,1,0,2,1,55,52,2,3,31,29,55,56,1,2,30,28,1,1,1,1,1,0,60,4,36,1,0,51,13,1,0,7,3,0,0,33,14
6,1,18,6,3,1,0,0,253,1797,373,3583,1,1,0,0,0,0,0,0,46,45,4,4,26,0,50,50,3,4,20,0,0,0,3,1,0,0,59,20,60,3,1,24,2,0,0,5,3,0,0,6,0
3,0,14,4,2,0,0,0,102,2571,583,2596,2,0,1,0,1,0,0,0,20,28,5,5,33,0,11,29,5,5,30,0,0,0,6,2,1,0,66,8,44,3,0,25,9,0,0,8,4,0,0,11,0
6,2,16,1,22,5,0,0,485,9509,1049,2718,2,0,0,0,2,0,0,0,123,57,2,5,42,40,123,50,2,4,42,41,7,4,2,1,12,5,73,1,11,0,0,11,2,0,0,8,0,5,1,71,7
4,1,20,5,7,0,0,0,213,1463,1977,5136,0,0,0,0,0,0,2,0,21,25,6,5,28,28,29,30,5,5,29,29,0,0,1,1,4,0,65,11,37,0,0,38,6,0,0,5,2,0,0,5,3
3,1,6,0,2,0,0,0,521,2700,718,2300,2,0,0,0,1,0,0,0,23,21,8,9,37,34,27,14,7,8,34,32,2,1,1,0,2,0,57,11,41,3,0,9,5,0,0,0,0,1,0,35,22
1,0,14,3,7,1,0,0,90,6500,440,956,1,0,1,0,1,0,0,0,49,49,4,4,35,37,52,52,4,5,32,35,1,0,0,0,1,1,52,6,26,1,1,55,18,1,0,9,3,1,0,29,6
2,1,16,3,4,1,0,0,456,5129,635,462,0,0,2,0,1,0,0,0,32,44,3,4,30,47,37,52,2,3,25,47,1,0,0,0,1,0,69,3,30,2,0,29,7,1,1,4,0,0,0,12,2
0,0,33,6,16,0,0,0,434,10574,700,3959,0,0,1,0,2,0,0,0,37,49,2,3,24,45,18,39,2,3,22,45,4,0,2,0,3,0,32,5,27,2,0,8,2,0,0,13,2,1,0,8,1
3,1,14,3,3,1,0,0,339,2073,495,4619,0,0,1,0,0,0,2,1,17,15,6,7,39,37,14,14,5,6,42,41,2,2,2,1,0,0,65,14,75,1,1,39,26,0,0,4,0,0,0,9,4
5,0,13,1,0,0,0,0,399,1854,524,4437,1,0,1,0,0,0,0,0,40,42,3,4,0,0,36,47,3,3,0,0,0,0,0,0,1,0,54,12,57,2,0,14,5,0,0,3,1,0,0,0,0
4,0,13,8,1,0,0,0,251,2110,177,4322,1,0,1,0,0,0,0,0,36,39,9,6,0,0,40,41,9,7,0,0,0,0,1,0,1,0,48,10,41,2,1,10,4,0,0,5,2,0,0,0,0
2,1,15,6,7,0,0,0,245,3673,804,2172,0,0,3,2,1,0,1,1,9,9,4,6,34,29,9,9,3,5,28,25,2,1,1,0,4,1,63,4,7,1,0,12,1,0,0,8,2,1,0,41,7
1,1,8,2,4,0,0,0,335,7830,1097,1924,4,1,1,0,0,0,0,0,25,31,4,7,31,66,30,33,5,6,18,66,1,0,1,1,0,0,64,7,54,0,0,16,5,0,0,5,2,0,0,9,2
3,1,13,4,0,0,0,0,215,3784,1118,2886,1,1,0,0,0,0,0,0,38,44,5,4,39,0,27,45,5,4,34,0,0,0,1,0,2,1,49,13,39,0,0,9,2,0,0,5,3,0,0,3,0
3,0,12,1,1,0,0,0,446,1712,926,1988,5,2,1,0,0,0,1,0,49,46,1,2,41,56,50,59,1,2,42,56,1,0,4,0,0,0,60,6,18,2,0,9,2,0,0,7,1,0,0,3,2
7,3,47,16,38,4,0,0,103,9650,987,2872,5,3,2,1,4,0,0,0,68,75,2,2,43,45,53,78,2,2,42,40,6,0,5,1,21,5,57,10,45,1,0,25,3,0,0,17,6,5,0,106,22
8,3,59,11,30,21,0,0,231,10156,656,3368,8,1,2,0,3,1,0,0,120,87,2,2,40,53,119,102,2,2,36,60,6,3,6,2,20,7,25,16,59,3,0,20,6,0,0,21,6,3,0,38,5
3,1,12,3,2,0,0,0,96,2512,289,1478,0,0,1,0,0,0,1,0,46,43,3,3,41,31,51,50,3,3,32,28,1,0,1,0,0,0,57,10,36,1,1,12,5,0,0,7,3,0,0,16,4
4,1,18,5,5,1,0,0,51,7224,1404,1307,4,0,1,1,2,0,0,0,30,28,6,7,38,38,34,34,7,7,32,36,4,0,2,0,1,0,65,11,69,0,0,41,7,0,0,11,3,0,0,36,12
7,1,21,0,7,2,0,0,520,466,1254,4141,0,0,1,0,1,0,2,1,42,44,5,3,29,27,41,45,4,3,29,27,1,0,0,0,2,1,77,8,46,0,0,40,19,0,0,5,0,0,0,8,2
6,2,29,7,6,1,1,0,204,4499,868,991,0,0,3,0,2,1,1,0,17,37,6,6,39,48,15,42,8,5,32,40,0,0,6,4,6,0,78,6,31,1,0,54,14,1,0,6,1,0,0,81,34
2,1,23,5,8,0,0,0,208,6347,600,553,1,1,0,0,1,1,0,0,35,41,6,4,36,39,23,52,6,5,35,35,1,1,0,0,2,1,57,6,42,1,0,68,26,1,0,10,5,1,1,42,3
3,2,18,3,1,1,0,0,209,4003,1636,2288,1,0,0,0,0,0,0,0,47,51,3,3,50,0,46,51,2,3,50,0,0,0,1,1,2,0,56,10,49,0,0,14,3,0,0,9,1,0,0,10,0
10,3,13,1,0,0,0,0,427,3415,557,510,0,0,3,1,1,0,0,0,59,55,3,3,36,48,60,57,3,3,30,37,1,0,5,0,3,0,60,10,52,1,0,42,6,2,0,2,0,0,0,32,11
8,1,15,3,3,1,0,0,94,3440,633,643,0,0,3,0,0,0,0,0,57,52,3,3,33,32,58,57,3,4,36,40,1,1,2,1,3,3,53,6,55,1,0,38,6,1,0,4,1,0,0,17,5
7,1,27,2,6,1,0,0,350,4629,749,858,2,0,3,0,2,1,1,0,49,29,2,6,43,34,50,24,2,5,35,31,1,0,7,4,6,0,60,5,31,1,0,48,11,1,0,5,1,0,0,60,24
7,1,19,2,2,0,0,0,77,439,1456,3627,0,0,1,0,1,0,3,0,44,46,6,4,24,0,43,47,7,5,24,0,1,1,0,0,3,0,60,4,50,0,0,40,7,0,0,8,2,0,0,2,0
4,0,17,3,7,3,0,0,455,6075,118,607,1,0,2,1,0,0,1,0,49,51,4,3,34,33,52,54,4,4,32,29,1,0,0,0,2,0,70,11,53,1,1,64,18,2,0,9,1,1,0,38,4
10,5,24,10,33,10,0,0,100,8026,571,1216,3,2,0,0,2,0,1,0,45,48,5,5,42,28,46,51,6,4,30,25,8,4,12,5,6,3,75,5,50,5,0,32,9,0,0,11,3,3,0,39,7
6,3,14,1,2,1,0,0,140,4410,882,554,1,0,1,0,0,0,0,0,54,46,3,3,36,32,58,51,4,4,40,32,2,0,2,1,6,2,49,15,54,1,0,26,8,2,0,5,1,0,0,15,1
4,2,11,1,1,0,0,0,184,2922,931,2336,1,0,0,0,1,0,0,0,11,23,12,9,37,33,6,14,12,8,34,32,2,1,0,0,5,1,77,9,43,1,0,11,5,0,0,0,0,1,1,38,14
