bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway_station,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_age_200,mean_age_500,mean_floors_200,mean_floors_500,mean_salaries_1000,mean_salaries_500,median_age_200,median_age_500,median_floors_200,median_floors_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,priced_houses_200,priced_houses_500,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
13,6,51,12,74,20,0,0,30,2711,617,749,2,0,17,10,7,0,2,1,60,87,7,5,56,62,60,107,7,4,45,48,5,2,22,1,20,5,96,2,4,1,0,188,29,1,0,23,6,0,0,251,66
5,0,30,9,14,1,0,0,145,5396,887,3231,3,0,0,0,0,0,0,0,51,51,3,6,52,0,50,50,4,5,49,0,2,0,8,0,24,10,114,3,10,1,0,79,13,0,0,6,2,1,0,38,0
20,10,79,23,146,54,1,1,246,2830,828,546,5,2,8,7,11,6,6,1,61,86,4,3,62,63,89,108,4,3,48,44,13,5,20,8,71,8,264,5,38,2,0,264,126,2,0,22,7,0,0,254,119
13,5,38,13,48,9,2,0,56,3423,52,94,4,1,3,1,9,4,9,5,45,54,5,6,54,55,37,37,6,6,48,48,6,1,48,12,6,1,204,5,19,4,1,201,63,2,1,2,0,1,1,115,59
0,0,8,0,2,0,0,0,673,5875,3155,2000,0,0,0,0,0,0,0,0,11,28,12,9,52,67,11,3,12,8,42,59,0,0,1,0,0,0,148,2,10,0,0,7,2,0,0,0,0,0,0,73,5
2,0,24,10,6,3,2,0,379,6921,3377,835,0,0,0,0,0,0,1,0,35,32,1,4,41,40,35,39,1,5,36,40,0,0,2,0,1,0,94,1,11,0,0,41,5,1,0,5,2,0,0,185,1
0,0,0,0,3,0,0,0,1235,6451,1534,1824,0,0,0,0,0,0,0,0,54,60,2,2,50,57,62,67,2,2,42,50,0,0,1,1,5,0,130,6,13,0,0,1,0,0,0,0,0,0,0,30,13
26,9,96,29,156,35,1,1,89,4232,416,683,2,0,2,1,14,3,5,0,81,84,3,3,62,65,105,105,2,3,50,64,24,4,34,7,56,8,104,6,30,3,1,406,101,1,0,13,6,2,0,217,41
1,1,29,12,6,4,0,0,243,9128,2120,4417,0,0,1,1,0,0,0,0,12,11,5,4,53,60,12,12,5,4,50,62,0,0,0,0,4,2,117,2,3,0,0,32,9,0,0,10,2,0,0,34,11
53,13,85,18,476,116,6,3,15,778,255,920,8,3,6,2,164,39,7,2,153,156,3,3,51,58,165,162,4,3,40,49,174,54,302,67,94,31,106,7,43,11,3,990,228,2,0,17,6,6,3,452,20
20,1,37,13,74,20,0,0,195,4533,580,1122,0,0,2,1,4,0,4,1,63,32,4,6,66,58,63,4,4,7,52,50,10,2,25,6,30,4,186,2,8,1,0,111,28,0,0,4,0,1,0,255,44
7,2,109,39,166,38,0,0,10,2805,667,1386,7,1,2,0,28,8,4,2,148,126,1,2,48,46,143,126,1,3,40,35,21,5,156,28,44,8,122,4,31,6,0,460,133,0,0,16,8,1,0,85,15
0,0,1,0,3,1,0,0,786,10918,4262,6754,0,0,0,0,0,0,0,0,67,67,1,1,0,0,67,67,1,1,0,0,0,0,0,0,0,0,59,1,1,0,0,6,2,0,0,4,2,0,0,0,0
49,3,98,19,366,77,3,0,184,995,222,407,6,1,14,0,100,25,13,2,160,133,3,3,51,42,144,129,3,3,40,33,132,25,271,36,58,15,145,7,35,7,3,1036,200,7,2,20,2,1,0,338,16
14,10,59,30,25,18,1,1,58,4311,421,268,1,0,5,5,0,0,1,0,60,57,3,3,56,54,60,63,4,2,47,46,3,3,13,3,6,1,115,5,22,1,1,124,84,1,1,12,6,0,0,133,36
27,8,102,33,161,36,2,1,115,4220,390,685,2,0,2,1,14,3,5,0,81,89,3,3,61,65,105,107,2,3,50,60,26,4,35,6,55,8,92,6,31,3,1,421,103,1,0,13,6,2,0,220,34
0,0,1,1,2,0,0,0,435,6925,3108,335,0,0,0,0,0,0,2,0,59,58,2,2,45,39,59,59,2,2,40,40,0,0,0,0,1,0,110,4,9,0,0,20,5,1,1,0,0,0,0,32,9
9,1,81,17,18,3,1,0,103,8390,1255,3245,0,0,0,0,0,0,2,0,23,29,10,7,36,27,15,34,9,7,29,24,5,2,4,0,4,3,101,5,28,0,0,127,22,0,0,15,3,0,0,22,13
30,16,96,25,201,36,1,0,263,2349,811,930,6,3,7,4,81,32,7,1,110,112,3,3,50,54,116,116,3,3,42,55,26,10,148,49,23,8,119,9,48,3,0,678,158,3,0,7,3,1,0,267,23
18,11,55,31,50,20,1,1,79,2844,1193,287,3,0,4,1,31,11,3,1,102,102,3,3,48,47,102,115,3,3,41,40,11,2,65,36,12,6,128,2,15,0,0,205,108,2,2,7,6,1,0,163,141
33,11,109,36,201,65,2,1,201,3572,470,418,5,1,8,1,22,9,7,2,89,97,4,3,59,59,107,109,5,4,50,50,38,16,55,30,51,10,179,9,47,4,1,577,229,2,1,7,0,1,0,307,81
39,21,113,40,225,83,3,0,157,3393,274,257,5,2,7,5,21,9,7,4,116,102,4,3,63,67,117,109,5,4,50,55,37,12,47,18,80,40,209,4,32,5,1,535,211,2,1,20,4,0,0,270,108
16,2,76,14,45,10,0,0,206,4326,375,849,3,0,2,1,6,1,0,0,112,89,2,3,53,50,114,102,3,3,45,40,9,1,20,1,15,5,122,9,20,3,1,152,21,1,0,4,0,2,0,184,63
5,1,42,16,8,2,0,0,241,6561,1439,855,0,0,1,0,1,0,1,0,26,21,7,4,46,61,28,25,8,3,36,47,8,1,6,2,4,0,120,3,14,0,0,69,14,1,0,2,0,0,0,45,20
51,6,77,14,467,106,7,1,91,1049,52,687,10,0,8,4,145,31,6,3,122,147,3,3,54,65,159,147,3,4,44,55,154,61,301,59,84,27,144,5,52,11,4,963,264,1,0,15,5,7,3,408,59
1,0,7,3,9,2,0,0,81,5334,2038,1421,2,2,1,0,0,0,1,0,86,61,2,3,51,45,87,61,2,4,48,45,0,0,9,2,4,1,84,3,13,0,0,27,19,0,0,4,2,0,0,148,26
3,0,36,9,15,1,0,0,115,5980,1858,3062,2,1,1,0,2,1,0,0,54,48,4,4,39,29,54,54,4,4,40,29,2,0,7,3,5,0,110,2,12,0,0,98,17,0,0,0,0,0,0,8,1
7,0,45,8,23,6,0,0,61,4329,285,1045,2,0,2,0,4,2,0,0,2,56,5,5,52,52,2,4,5,4,45,45,6,0,7,1,6,3,133,2,7,3,1,75,8,0,0,0,0,0,0,118,67
3,2,47,20,15,12,1,1,175,9364,2787,1384,1,0,0,0,0,0,3,3,53,53,4,4,51,56,53,54,5,5,55,60,1,1,2,1,10,3,108,4,7,0,0,84,57,0,0,7,2,0,0,9,4
17,3,53,22,109,33,1,0,43,2408,1093,571,4,0,14,4,7,4,4,1,89,89,4,3,63,59,108,107,3,3,47,47,9,2,16,4,39,9,317,8,22,0,0,182,69,1,0,15,5,0,0,217,57
0,0,5,4,1,0,0,0,94,10300,2772,5545,0,0,1,0,0,0,0,0,62,60,2,2,61,0,62,60,2,3,63,0,0,0,0,0,1,1,60,2,3,0,0,4,0,0,0,6,2,0,0,6,0
1,0,13,2,8,0,0,0,314,7030,1276,1038,0,0,1,0,1,0,1,1,6,7,12,12,61,45,6,7,15,15,37,45,1,0,6,4,1,1,102,6,12,0,0,54,19,0,0,0,0,0,0,28,2
22,11,99,21,124,28,1,1,130,4437,698,808,0,0,3,0,7,4,4,0,106,85,4,4,63,64,109,105,4,4,55,60,18,4,20,4,39,9,135,8,30,4,0,295,67,1,0,13,6,1,1,203,53
1,0,30,16,19,7,0,0,314,5955,2253,332,0,0,1,0,1,1,2,0,14,19,3,3,52,63,13,12,2,3,43,60,0,0,0,0,19,3,328,5,13,0,0,18,9,1,1,0,0,0,0,46,13
16,5,40,5,39,16,1,1,117,8329,54,374,2,2,1,0,1,1,0,0,26,29,7,5,44,41,26,29,4,4,35,39,1,1,16,4,4,2,137,3,10,2,2,174,39,1,1,9,0,0,0,123,18
5,0,41,11,10,2,0,0,133,5306,547,2537,4,1,0,0,0,0,2,0,24,53,10,6,47,38,11,55,9,6,48,40,4,1,9,5,15,1,129,3,11,1,0,89,19,0,0,14,9,0,0,49,7
4,0,50,22,12,5,1,0,179,6643,1735,1055,0,0,2,1,1,0,2,1,10,13,9,9,46,21,10,10,11,9,35,19,8,2,6,1,5,2,136,9,24,0,0,67,16,0,0,10,4,0,0,40,3
63,14,83,20,510,127,6,2,48,1231,181,620,10,1,9,1,202,54,7,1,131,126,4,3,53,47,116,129,4,4,40,40,158,56,328,78,64,21,191,9,42,12,7,1267,302,3,0,11,2,4,0,499,29
41,5,123,31,214,54,2,1,169,3754,202,642,4,0,8,0,22,7,8,2,97,98,3,3,63,44,112,109,4,4,50,40,37,17,56,12,61,8,178,15,49,4,1,571,190,2,0,13,0,1,0,343,22
0,0,2,0,1,0,0,0,907,6104,1880,2379,0,0,0,0,0,0,0,0,83,83,3,2,71,58,83,83,3,3,55,58,0,0,4,0,0,0,99,2,3,0,0,11,0,0,0,1,0,0,0,95,8
1,0,23,0,6,0,0,0,623,6136,2394,2798,1,0,0,0,2,0,1,0,14,16,6,9,37,35,13,13,7,8,40,40,1,0,1,0,1,0,113,4,14,0,0,53,7,0,0,0,0,0,0,12,3
6,0,67,18,9,0,0,0,182,9108,811,3727,2,1,2,1,0,0,1,0,36,35,5,5,28,28,36,36,5,6,28,28,4,1,4,2,3,0,105,2,10,1,0,103,22,0,0,6,2,0,0,1,1
5,0,22,4,28,0,0,0,309,5027,1991,1065,3,2,1,0,0,0,1,0,37,68,4,4,52,54,37,73,5,5,45,45,0,0,10,2,4,2,117,3,11,0,0,83,15,0,0,8,4,1,0,198,17
22,12,93,27,115,26,1,0,34,4506,730,855,0,0,3,0,6,4,2,0,100,85,4,4,64,63,109,106,4,4,55,60,17,2,20,3,34,6,74,12,29,4,0,260,52,1,0,14,6,1,1,197,62
4,3,132,32,24,11,0,0,235,4959,696,2031,4,1,1,0,13,7,3,3,69,60,3,4,39,30,63,62,3,5,37,30,8,2,31,17,14,9,142,7,27,1,0,144,65,0,0,18,5,1,0,79,2
5,1,51,20,21,4,0,0,182,5631,1624,2740,2,1,1,0,2,1,1,0,59,52,4,3,43,33,59,57,4,4,47,29,2,1,11,2,6,1,91,4,14,0,0,98,40,0,0,2,0,2,0,14,3
0,0,5,2,4,0,0,0,354,5572,2352,1608,2,2,0,0,0,0,0,0,42,52,3,3,50,47,61,61,3,4,45,45,0,0,7,0,3,1,160,3,17,0,0,27,9,0,0,4,2,0,0,132,48
15,3,71,21,91,25,0,0,98,2721,539,1175,2,1,3,0,18,0,2,0,69,94,2,3,52,45,108,111,2,4,45,49,8,3,74,16,32,6,252,9,27,4,0,223,59,0,0,0,0,5,3,100,8
10,2,76,13,24,6,1,0,74,7890,214,2109,1,1,0,0,0,0,3,0,25,29,4,5,35,0,33,34,3,3,32,0,3,0,8,2,2,2,145,4,17,1,1,106,33,0,0,12,1,0,0,49,0
65,26,95,35,546,179,7,3,208,1037,357,301,9,3,11,1,204,98,11,4,99,124,4,3,51,51,121,138,4,4,40,40,193,50,343,129,74,13,272,7,33,14,3,1284,415,4,3,13,7,4,0,425,293
23,10,108,29,160,48,1,1,179,3472,539,285,4,2,6,3,15,4,4,1,101,97,2,3,59,58,112,109,2,3,50,50,31,12,60,23,31,10,208,5,28,4,0,461,138,2,1,7,0,1,0,260,90
0,0,4,0,0,0,0,0,920,8186,1818,1242,0,0,0,0,0,0,0,0,48,54,2,3,44,39,59,59,2,4,40,30,0,0,0,0,0,0,109,8,22,0,0,5,0,0,0,2,0,0,0,75,41
28,4,118,18,285,50,1,0,74,2102,163,774,9,4,3,0,68,14,6,2,144,139,2,2,50,44,137,131,1,3,40,48,42,6,258,34,54,13,126,4,20,5,2,809,121,5,0,18,4,0,0,238,29
10,0,79,19,26,0,0,0,249,6529,1597,970,2,0,2,0,2,0,2,0,27,39,5,6,39,40,27,45,5,6,32,40,4,1,12,1,8,0,126,2,10,0,0,88,13,1,0,6,0,1,0,52,2
30,4,100,25,158,35,2,0,92,4006,201,547,2,1,4,0,15,1,6,1,101,94,2,3,60,54,111,109,2,3,50,50,30,6,50,5,40,1,138,8,37,2,1,489,110,2,0,6,0,1,1,291,69
44,13,56,16,373,96,3,1,163,1469,370,298,9,3,9,4,124,33,5,1,124,123,3,3,56,55,119,119,3,3,48,48,112,42,259,90,63,5,199,14,54,11,3,864,259,1,1,8,0,5,0,305,132
18,6,86,20,109,33,1,0,129,3993,668,235,3,1,4,1,14,0,5,2,75,80,3,3,59,61,108,108,3,3,50,50,21,5,34,7,14,5,132,3,28,1,0,335,107,1,1,0,0,1,1,254,165
1,0,9,0,4,0,0,0,515,6074,2574,2572,0,0,0,0,1,0,1,0,11,13,12,8,40,40,12,13,10,6,40,40,0,0,3,0,1,0,131,6,16,0,0,32,3,0,0,0,0,0,0,15,2
3,1,91,48,25,8,1,0,183,5394,222,1432,5,3,0,0,10,3,4,0,76,62,3,3,46,28,63,59,3,3,40,26,3,1,32,12,13,3,130,4,23,1,1,153,84,0,0,12,8,0,0,30,3
2,1,53,16,5,1,0,0,233,9043,1411,3964,0,0,1,0,0,0,0,0,35,44,7,5,59,0,35,38,7,5,62,0,3,1,1,0,3,1,90,2,13,0,0,58,19,0,0,14,4,0,0,11,0
14,0,70,13,75,6,0,0,169,3707,1020,596,3,0,4,0,7,2,2,0,2,71,3,3,59,58,2,64,3,3,50,56,14,0,26,0,6,2,200,1,8,0,0,194,12,2,0,2,0,0,0,240,63
26,11,78,39,109,26,1,0,90,2601,1111,631,6,3,5,2,58,15,4,2,100,104,3,3,49,46,116,114,3,3,41,40,15,4,100,41,15,7,117,11,33,0,0,381,123,2,0,7,5,1,0,184,127
2,2,77,26,18,4,0,0,118,4269,1402,1909,2,0,1,1,5,1,2,0,122,112,4,3,35,36,122,112,4,3,30,34,5,2,21,9,17,3,129,2,3,0,0,59,16,0,0,9,5,3,1,143,59
47,10,116,26,435,132,2,0,196,1424,479,463,9,1,2,0,144,42,12,2,159,158,2,2,59,50,160,159,2,3,45,40,110,25,393,109,97,18,111,10,37,5,1,1024,344,4,2,10,4,1,0,217,101
2,0,10,0,4,0,1,0,727,7220,3652,1173,0,0,0,0,0,0,1,0,26,38,5,4,42,22,16,46,6,5,35,22,0,0,0,0,0,0,132,4,14,0,0,12,0,0,0,2,0,0,0,116,2
1,0,2,0,0,0,0,0,949,6301,972,2663,0,0,0,0,0,0,0,0,59,54,2,3,51,49,59,58,2,3,45,42,0,0,3,0,3,0,137,2,12,1,0,2,0,0,0,1,0,0,0,176,115
6,3,74,26,13,8,0,0,232,9092,422,2882,2,1,3,1,0,0,2,0,38,32,5,5,34,22,38,36,7,5,32,22,2,0,7,2,1,1,87,3,17,1,1,109,53,0,0,9,2,0,0,44,2
16,5,74,27,78,15,1,0,139,4746,696,1106,0,0,3,0,4,3,2,0,87,79,4,4,64,66,97,102,4,5,56,60,11,1,16,3,19,8,115,8,23,3,0,179,25,0,0,12,5,1,0,161,41
38,15,91,41,362,132,1,0,129,1033,297,202,3,1,2,0,121,59,13,4,142,146,4,4,54,72,134,162,4,4,39,48,107,21,313,144,133,56,121,3,11,7,2,690,215,3,1,5,0,1,1,245,83
8,4,83,18,26,7,1,0,255,5676,900,519,5,1,1,1,2,0,2,1,35,37,5,5,35,35,46,46,4,5,30,30,2,1,22,4,15,4,118,5,18,2,0,137,21,1,0,10,2,1,1,45,26
2,1,40,12,9,4,1,0,279,4949,925,1212,1,1,1,0,0,0,1,1,50,57,5,3,52,51,50,60,5,3,50,46,1,0,5,1,4,0,94,2,4,1,0,47,11,0,0,12,4,0,0,61,35
2,0,18,2,7,0,0,0,409,7312,2700,1330,0,0,0,0,1,0,1,0,52,50,7,3,40,36,52,51,7,4,36,38,0,0,1,0,0,0,117,1,5,0,0,26,5,0,0,1,0,0,0,118,20
4,0,73,19,14,2,0,0,52,9031,691,2647,1,0,2,1,0,0,2,0,30,33,4,5,34,22,36,36,7,5,32,22,2,1,5,0,1,0,109,5,17,2,0,97,34,0,0,8,2,0,0,44,2
2,0,40,6,38,4,0,0,26,5858,1078,679,1,0,3,0,2,1,0,0,102,74,2,4,50,42,102,70,2,5,44,40,1,0,34,0,3,2,76,1,5,0,0,154,21,1,0,8,6,0,0,139,25
9,7,90,39,23,11,0,0,181,6181,1098,542,3,1,3,0,0,0,3,0,43,39,7,7,44,35,43,43,7,7,40,30,3,1,12,1,7,2,170,2,5,0,0,109,42,1,0,8,6,1,0,67,28
5,2,56,10,17,5,0,0,51,7959,310,1877,1,1,0,0,0,0,3,1,27,26,7,5,37,0,34,33,4,4,32,0,2,0,8,1,2,0,141,5,14,1,1,90,23,0,0,10,0,0,0,49,0
40,13,75,11,281,73,3,1,32,1762,418,137,6,0,9,6,66,19,13,5,105,124,3,2,54,52,108,123,3,3,45,50,79,30,168,61,26,4,161,7,41,5,1,810,245,6,1,16,4,0,0,248,38
4,1,39,12,19,6,1,1,106,9336,2679,986,1,1,0,0,0,0,3,2,42,46,10,5,37,0,42,50,10,5,36,0,2,0,5,0,10,3,111,2,8,0,0,113,30,1,0,6,2,0,0,41,0
15,3,84,10,107,16,2,1,234,2351,245,588,7,2,8,4,22,2,7,4,76,84,3,2,51,52,68,102,3,2,40,45,14,3,122,36,25,1,88,10,25,4,2,370,97,4,0,6,0,0,0,200,49
12,8,97,36,25,3,1,0,278,8555,606,3008,2,0,2,0,0,0,2,1,35,25,6,9,33,34,35,32,7,9,30,32,5,1,11,0,5,1,89,3,18,2,0,167,48,0,0,12,7,0,0,64,45
17,8,81,36,112,53,2,1,110,2687,281,369,7,4,4,2,19,8,10,4,138,117,2,2,51,46,137,121,3,2,40,39,17,9,142,63,27,6,145,9,46,9,4,439,216,4,2,4,1,2,1,218,16
6,1,87,18,25,2,1,0,187,6235,1185,955,3,1,1,0,3,0,2,1,0,28,5,5,38,31,0,19,5,5,30,31,3,0,15,2,12,1,165,2,18,0,0,113,13,1,0,9,2,1,0,49,6
5,0,20,4,8,1,0,0,462,6934,3702,1253,1,0,0,0,1,1,0,0,60,63,4,4,62,52,69,67,3,3,60,50,0,0,4,0,2,0,189,5,9,0,0,29,3,0,0,7,2,0,0,128,16
8,1,84,12,27,4,1,0,294,5611,830,559,5,1,1,1,3,0,2,1,43,40,6,5,35,41,46,48,6,5,30,32,3,1,22,3,14,4,136,5,17,2,0,143,14,1,0,10,2,1,1,46,5
1,0,41,16,9,0,0,0,278,4353,974,1085,0,0,1,0,1,0,3,0,8,38,5,5,60,109,12,12,7,6,50,90,1,0,5,1,3,0,337,3,7,1,0,42,3,0,0,0,0,0,0,131,7
8,2,60,18,54,12,0,0,216,4639,856,906,1,0,1,0,1,1,2,1,13,70,3,3,60,62,13,107,3,3,50,48,2,0,12,2,10,1,260,1,18,1,0,134,18,1,0,1,0,1,1,273,33
5,0,49,11,21,3,0,0,326,5128,860,2701,3,1,1,0,1,0,0,0,56,56,7,5,59,42,56,56,5,4,50,43,2,0,15,4,23,1,102,3,5,1,0,90,17,0,0,7,4,1,1,22,4
18,2,81,18,48,4,0,0,12,4264,346,791,3,0,2,1,6,0,0,0,93,95,3,3,53,44,102,102,3,3,45,38,9,2,24,4,19,4,118,5,20,4,1,154,21,1,0,8,0,2,0,341,32
5,1,82,30,25,6,1,0,326,5520,563,827,4,4,1,1,3,0,2,0,56,49,4,3,36,35,56,56,5,3,30,28,2,0,23,12,16,2,142,3,21,1,0,138,54,1,0,10,6,1,0,44,9
22,13,93,22,118,32,1,1,19,4453,691,803,0,0,3,0,7,4,2,0,98,85,4,4,64,61,108,106,5,4,55,50,18,3,20,3,40,8,131,9,29,4,0,277,58,1,0,14,6,1,1,200,56
3,1,52,14,17,7,1,0,51,9349,2839,1687,1,0,0,0,0,0,4,1,52,43,4,4,47,47,52,50,4,4,47,40,1,1,2,1,8,3,104,2,8,0,0,92,39,0,0,4,2,0,0,14,6
18,0,53,2,65,2,0,0,352,2551,525,824,2,0,1,0,26,1,5,1,3,3,4,5,49,37,4,4,5,5,40,31,24,1,70,6,8,2,198,5,12,2,0,290,21,2,0,3,0,0,0,184,7
59,24,91,19,524,176,6,2,104,852,379,236,10,3,8,2,187,78,12,5,140,134,3,3,50,51,138,138,4,4,40,40,171,60,316,109,86,14,160,7,39,12,2,1233,353,4,2,18,7,4,0,483,243
2,0,12,0,4,0,1,0,690,7141,3669,1116,0,0,0,0,0,0,1,0,25,40,4,4,42,28,16,46,4,5,35,32,0,0,0,0,0,0,101,4,12,0,0,15,0,0,0,2,0,0,0,115,3
59,23,90,21,537,154,7,4,50,700,106,679,9,3,8,1,186,73,11,2,121,147,3,3,51,51,131,157,3,3,40,35,191,73,328,92,101,24,121,6,36,12,3,1153,271,5,0,18,4,6,3,509,84
0,0,40,19,3,1,0,0,199,5082,839,1304,1,0,0,0,1,0,2,0,1,1,5,5,55,0,1,1,5,5,50,0,0,0,4,0,6,1,236,1,1,1,0,22,2,0,0,0,0,0,0,35,0
18,6,80,16,89,23,1,1,89,2690,212,617,7,1,6,1,19,2,9,2,103,96,2,2,51,51,102,107,2,3,40,45,14,5,112,32,15,2,111,6,34,7,3,395,133,3,0,2,0,2,0,235,73
3,1,54,23,6,0,0,0,351,8825,1378,3757,0,0,0,0,0,0,0,0,39,32,6,6,36,0,43,36,7,5,28,0,3,3,0,0,4,1,123,4,20,0,0,73,29,0,0,12,7,0,0,18,0
27,7,91,18,209,69,2,1,24,2825,132,463,8,2,11,2,26,3,5,1,112,102,3,3,59,68,119,109,4,3,44,50,36,10,57,6,66,20,131,3,26,4,2,507,113,2,1,13,6,0,0,218,92
3,2,45,14,5,2,0,0,95,6413,777,3320,0,0,0,0,0,0,0,0,0,51,10,4,49,49,0,51,10,3,42,42,3,2,0,0,1,0,113,1,9,1,0,40,16,0,0,4,0,0,0,22,20
28,11,99,20,203,51,2,1,96,3123,702,656,5,4,9,5,19,7,9,1,79,70,3,3,63,52,97,104,3,3,50,41,24,4,38,7,73,21,160,7,31,3,0,442,89,2,0,22,6,0,0,296,38
34,7,107,17,352,82,2,0,228,1847,116,715,11,3,2,0,100,33,9,1,99,152,2,2,60,48,112,160,3,2,45,45,60,15,318,88,78,19,247,7,40,6,1,837,223,3,0,10,1,1,0,194,21
9,7,93,37,15,13,0,0,120,5851,769,255,3,2,2,0,0,0,3,0,53,42,9,5,45,37,53,48,9,6,40,30,2,0,10,3,12,6,153,1,10,1,0,101,50,1,1,9,6,1,1,61,33
8,4,60,25,51,15,0,0,72,3185,729,1680,3,2,1,1,4,1,1,0,58,48,3,3,47,60,62,10,4,3,41,64,4,0,41,29,22,9,243,5,16,1,0,128,32,0,0,1,0,4,1,57,11
27,12,99,42,92,27,0,0,204,3844,284,422,6,2,3,0,10,3,1,0,110,94,3,3,53,55,110,102,3,3,45,44,22,6,55,15,27,5,100,4,19,7,2,314,83,1,1,8,4,7,2,368,79
10,2,75,14,30,9,0,0,142,4420,472,945,3,0,2,1,4,0,0,0,103,87,3,4,51,50,108,102,3,3,45,41,6,1,16,1,16,4,126,7,15,3,1,118,21,1,0,4,0,1,0,136,66
20,11,98,21,143,43,1,1,85,3685,671,90,3,2,4,3,16,3,5,2,89,93,2,3,58,59,112,108,2,3,50,50,30,11,43,20,22,8,282,5,25,3,0,431,138,1,1,4,0,1,0,267,146
1,0,20,2,6,0,0,0,358,5916,2468,2427,0,0,0,0,1,0,1,1,12,14,12,8,45,45,12,13,10,8,45,40,0,0,3,0,1,0,134,6,14,0,0,32,4,0,0,0,0,1,0,21,3
6,3,57,17,34,11,0,0,155,3552,702,1932,4,2,1,1,3,2,0,0,42,52,3,3,52,51,4,58,3,3,48,48,4,0,38,6,28,12,436,6,12,2,0,80,26,0,0,4,0,4,0,35,3
0,0,39,7,8,1,0,0,231,5384,1543,1150,0,0,1,0,1,0,0,0,102,102,2,2,44,41,102,102,2,2,40,40,0,0,2,1,4,1,126,1,1,0,0,25,0,0,0,9,4,0,0,36,19
14,4,30,7,146,38,1,0,237,1385,140,1186,5,2,9,1,36,4,3,0,126,150,2,2,58,52,117,130,1,3,50,50,37,3,128,42,142,106,154,6,19,3,1,308,57,0,0,10,2,4,1,116,27
4,0,34,4,10,0,0,0,283,6727,1712,1334,0,0,1,0,1,0,1,0,23,19,5,5,38,21,15,15,4,4,37,21,3,0,5,1,2,0,153,5,14,0,0,54,12,0,0,4,0,0,0,15,2
10,5,92,20,20,13,1,1,154,7831,1137,2585,0,0,0,0,0,0,2,2,38,34,6,6,35,32,38,38,6,5,32,29,4,1,5,4,5,1,103,2,10,0,0,123,54,0,0,14,0,0,0,69,20
40,18,105,33,379,137,2,0,221,1528,461,367,9,3,3,0,123,46,12,2,167,150,2,2,59,49,155,155,2,3,45,40,78,22,331,136,87,13,139,9,41,6,1,966,437,3,3,10,5,1,0,194,112
2,1,16,0,11,0,0,0,881,5593,650,2034,0,0,2,0,0,0,1,0,3,39,13,9,68,63,4,24,13,9,53,60,2,0,9,3,3,0,174,4,8,1,0,26,3,0,0,2,0,0,0,156,45
2,0,34,14,15,1,0,0,86,5467,1765,545,0,0,1,0,1,0,2,0,8,25,5,5,52,53,8,12,5,5,40,48,0,0,2,0,16,1,179,1,13,0,0,18,4,1,0,0,0,0,0,55,37
38,6,96,30,304,56,2,0,142,1284,360,278,6,1,8,5,90,16,13,2,67,134,3,2,50,53,57,141,3,3,40,38,81,8,221,40,55,9,128,7,32,7,1,949,168,5,2,17,4,0,0,237,18
17,4,33,9,169,49,1,0,164,1325,192,1138,6,2,5,1,40,8,3,0,138,153,2,2,60,51,126,139,2,3,50,48,44,5,142,45,142,112,220,4,22,4,1,332,98,0,0,12,3,5,1,121,31
40,11,109,39,372,94,1,1,34,1367,165,253,4,0,2,0,133,51,9,2,160,163,1,3,56,82,160,162,1,3,40,67,97,16,360,89,161,56,176,2,12,5,2,738,129,3,1,5,0,1,1,252,63
10,6,58,28,33,17,0,0,22,5085,1700,398,3,2,1,1,2,2,1,0,52,77,4,4,55,58,52,102,4,3,48,49,4,3,14,3,12,5,87,3,9,0,0,103,65,1,1,8,2,1,1,312,154
15,1,37,9,20,5,0,0,111,7856,1610,687,0,0,1,1,2,0,1,0,29,25,4,5,34,44,31,31,3,6,30,42,8,1,9,3,2,1,129,4,13,0,0,145,50,1,0,8,2,0,0,26,4
20,4,35,6,159,29,1,0,44,1665,199,1055,8,3,14,1,35,4,2,0,182,156,4,2,56,56,182,144,4,3,50,50,28,4,135,48,137,7,115,2,18,2,1,387,54,0,0,10,2,4,1,296,28
16,7,100,29,115,44,2,1,210,2579,45,399,6,3,6,1,19,8,8,4,82,97,2,2,51,52,102,108,2,2,40,40,15,9,136,53,29,5,103,7,42,9,3,434,218,3,2,6,0,2,0,227,129
14,10,63,30,25,17,1,1,40,4323,595,184,0,0,5,4,0,0,0,0,60,52,2,3,56,54,60,63,2,3,48,47,3,3,14,3,7,0,152,7,16,1,0,124,85,1,1,12,5,0,0,138,37
6,0,43,13,11,4,0,0,207,5419,498,2856,4,2,0,0,0,0,2,0,55,53,6,5,49,48,55,55,7,4,48,51,6,2,8,4,18,0,101,3,14,1,1,86,29,0,0,13,6,0,0,54,12
29,13,91,25,174,36,1,0,246,2400,861,881,6,3,7,4,76,29,6,1,122,110,2,3,49,55,116,116,3,3,40,55,25,8,142,45,20,8,119,9,42,3,0,625,141,2,0,7,3,1,0,246,22
